Alert_ID,Date,Alert_Type,Severity,Source,Department,Analyst,Resolution_Time_Minutes,False_Positive,Risk_Score,SLA_Met,Device_Name,Status
992,2026-01-01 17:57:00,Phishing,Low,Email,Human Resources,Peter,31,No,22,Yes,HOST-1258,Resolved
993,2026-06-11 18:43:00,Phishing,Medium,Email,Finance,Peter,75,Yes,57,Yes,HOST-1140,Resolved
994,2026-05-01 10:47:00,Phishing,Medium,Email,Operations,Tony,85,Yes,41,Yes,HOST-1004,Closed
995,2026-04-06 15:00:00,Phishing,Low,Email,Engineering,Peter,38,No,14,Yes,HOST-1251,Resolved
996,2026-03-26 09:04:00,Phishing,Low,Email,Engineering,Peter,37,No,15,Yes,HOST-1051,Resolved
997,2026-04-05 15:36:00,Failed Login,Low,Identity Provider,Engineering,Clark,40,Yes,18,Yes,HOST-1073,Closed
998,2026-02-14 03:17:00,Firewall Alert,Critical,Firewall,Engineering,Tony,360,No,95,Yes,HOST-1218,Resolved
999,2026-02-04 12:12:00,Firewall Alert,Low,Firewall,Engineering,Peter,35,Yes,20,Yes,HOST-1160,Closed
1000,2026-04-30 15:16:00,Firewall Alert,High,Firewall,Operations,Steve,227,No,70,Yes,HOST-1268,Resolved
1001,2026-01-22 05:09:00,Phishing,Low,Email,Finance,Peter,24,No,26,Yes,HOST-1210,Closed
1002,2026-02-10 07:38:00,Failed Login,Low,Identity Provider,Finance,Bruce,36,Yes,5,Yes,HOST-1231,Closed
1003,2026-01-30 06:17:00,Firewall Alert,High,Firewall,Finance,Bruce,182,Yes,66,Yes,HOST-1004,Closed
1004,2026-01-02 11:33:00,Phishing,Low,Email,Engineering,Peter,31,No,6,Yes,HOST-1168,Closed
1005,2026-05-01 09:01:00,Malware,Low,Endpoint,Executive,Bruce,16,No,7,Yes,HOST-1309,Resolved
1006,2026-03-08 08:35:00,Failed Login,High,VPN,Engineering,Tony,153,Yes,85,Yes,HOST-1064,Resolved
1007,2026-03-11 13:49:00,Phishing,Low,Email,Engineering,Peter,18,Yes,22,Yes,HOST-1099,Resolved
1008,2026-05-27 11:08:00,Firewall Alert,Medium,Firewall,Engineering,Steve,83,No,35,Yes,HOST-1107,In Progress
1009,2026-04-27 09:51:00,Failed Login,Medium,VPN,Engineering,Clark,51,Yes,45,Yes,HOST-1137,In Progress
1010,2026-03-11 13:03:00,Failed Login,Low,Identity Provider,Finance,Clark,22,Yes,7,Yes,HOST-1153,Resolved
1011,2026-02-26 16:33:00,Failed Login,Medium,Identity Provider,Executive,Clark,90,Yes,49,Yes,HOST-1189,In Progress
1012,2026-05-23 17:50:00,Phishing,Medium,Email,Human Resources,Tony,55,Yes,58,Yes,HOST-1093,Closed
1013,2026-05-04 12:32:00,Malware,Low,Endpoint,Engineering,Bruce,35,No,16,Yes,HOST-1218,Resolved
1014,2026-04-08 17:17:00,Phishing,Low,Email,Engineering,Clark,34,No,12,Yes,HOST-1339,Resolved
1015,2026-04-29 09:24:00,Phishing,Medium,Email,Finance,Tony,65,No,48,Yes,HOST-1221,Closed
1016,2026-04-30 13:33:00,Phishing,Medium,Email,Engineering,Peter,67,Yes,39,No,HOST-1328,Resolved
1017,2026-03-12 13:38:00,Phishing,Medium,Email,Operations,Peter,53,No,44,Yes,HOST-1267,In Progress
1018,2026-05-11 09:32:00,Malware,Low,Endpoint,Finance,Bruce,34,No,11,Yes,HOST-1340,Resolved
1019,2026-03-04 16:05:00,Phishing,Low,Email,Operations,Peter,29,Yes,28,Yes,HOST-1036,Resolved
1020,2026-03-03 09:16:00,Phishing,Low,Email,Finance,Peter,35,Yes,13,Yes,HOST-1007,Resolved
1021,2026-01-22 23:55:00,Failed Login,Medium,VPN,Finance,Peter,86,Yes,34,Yes,HOST-1113,Closed
1022,2026-03-01 19:47:00,Phishing,Low,Email,Engineering,Peter,28,Yes,29,Yes,HOST-1286,In Progress
1023,2026-02-09 13:15:00,Phishing,Low,Email,Finance,Peter,23,No,17,Yes,HOST-1219,Resolved
1024,2026-01-09 05:52:00,Failed Login,Low,VPN,Finance,Peter,15,Yes,23,Yes,HOST-1073,Closed
1025,2026-02-02 12:59:00,Phishing,Low,Email,Finance,Bruce,19,No,6,Yes,HOST-1242,Resolved
1026,2026-02-17 12:51:00,Firewall Alert,Low,Firewall,Human Resources,Clark,29,Yes,15,Yes,HOST-1058,Resolved
1027,2026-01-01 17:14:00,Failed Login,Low,Identity Provider,Operations,Bruce,37,Yes,12,Yes,HOST-1253,Resolved
1028,2026-04-28 14:43:00,Failed Login,Medium,VPN,Finance,Clark,57,Yes,43,Yes,HOST-1053,Closed
1029,2026-04-09 14:52:00,Phishing,Low,Email,Finance,Peter,28,No,18,Yes,HOST-1212,Closed
1030,2026-05-15 14:45:00,Malware,Low,Endpoint,Engineering,Bruce,16,Yes,20,Yes,HOST-1268,Closed
1031,2026-04-16 14:11:00,Privilege Escalation,High,Endpoint,Operations,Tony,149,No,81,Yes,HOST-1227,Resolved
1032,2026-04-28 09:38:00,Phishing,Low,Email,Engineering,Peter,21,Yes,14,Yes,HOST-1246,Resolved
1033,2026-02-25 09:12:00,Failed Login,Medium,VPN,Engineering,Tony,87,Yes,58,Yes,HOST-1056,Resolved
1034,2026-01-13 11:05:00,Firewall Alert,Low,Firewall,Finance,Tony,17,No,7,Yes,HOST-1322,Closed
1035,2026-05-18 19:28:00,Failed Login,Medium,Identity Provider,Engineering,Tony,79,No,47,Yes,HOST-1189,Resolved
1036,2026-01-28 12:07:00,Failed Login,Low,Identity Provider,Engineering,Clark,22,Yes,12,Yes,HOST-1180,Closed
1037,2026-02-11 12:19:00,Failed Login,Medium,VPN,Operations,Clark,79,Yes,59,Yes,HOST-1291,Resolved
1038,2026-04-01 07:12:00,Failed Login,Medium,VPN,Engineering,Bruce,86,Yes,51,Yes,HOST-1121,Resolved
1039,2026-03-17 11:43:00,Failed Login,Medium,VPN,Human Resources,Tony,55,Yes,34,Yes,HOST-1343,In Progress
1040,2026-06-02 15:16:00,Phishing,Medium,Email,Engineering,Peter,86,Yes,38,Yes,HOST-1148,Resolved
1041,2026-03-18 16:10:00,Phishing,Medium,Email,Operations,Clark,73,Yes,56,Yes,HOST-1099,Resolved
1042,2026-01-09 06:07:00,Phishing,Critical,Email,Engineering,Tony,514,Yes,96,No,HOST-1158,Resolved
1043,2026-06-25 10:40:00,Failed Login,Low,Identity Provider,Engineering,Peter,19,No,22,Yes,HOST-1180,Resolved
1044,2026-03-26 19:21:00,Phishing,Low,Email,Operations,Peter,20,No,25,Yes,HOST-1066,Resolved
1045,2026-05-15 15:05:00,Malware,Low,Endpoint,Engineering,Bruce,16,No,19,Yes,HOST-1012,Resolved
1046,2026-06-14 09:07:00,Failed Login,Low,Identity Provider,Engineering,Clark,27,Yes,21,Yes,HOST-1126,Resolved
1047,2026-05-11 10:24:00,Failed Login,Medium,Identity Provider,Engineering,Clark,89,No,52,Yes,HOST-1234,Resolved
1048,2026-01-26 10:03:00,Failed Login,Medium,VPN,Engineering,Steve,88,Yes,46,Yes,HOST-1248,In Progress
1049,2026-02-21 09:50:00,Phishing,Low,Email,Operations,Peter,17,Yes,29,Yes,HOST-1193,Resolved
1050,2026-03-26 15:02:00,Malware,Low,Endpoint,Engineering,Bruce,35,No,14,Yes,HOST-1336,Closed
1051,2026-03-09 16:07:00,Failed Login,Medium,Identity Provider,Engineering,Bruce,83,Yes,38,Yes,HOST-1280,Closed
1052,2026-05-06 12:26:00,Phishing,High,Email,Engineering,Peter,175,No,83,Yes,HOST-1306,Resolved
1053,2026-01-15 17:53:00,Firewall Alert,Medium,Firewall,Operations,Bruce,62,Yes,51,Yes,HOST-1324,Resolved
1054,2026-04-12 17:20:00,Malware,Medium,Endpoint,Human Resources,Clark,83,No,45,Yes,HOST-1119,In Progress
1055,2026-02-12 15:46:00,Phishing,Medium,Email,Operations,Peter,67,No,44,Yes,HOST-1178,Resolved
1056,2026-06-25 15:14:00,Failed Login,Low,VPN,Finance,Steve,23,Yes,22,Yes,HOST-1121,Resolved
1057,2026-06-23 09:15:00,Firewall Alert,Medium,Firewall,Engineering,Peter,63,No,42,Yes,HOST-1141,Resolved
1058,2026-02-12 18:07:00,Phishing,Low,Email,Finance,Peter,30,Yes,18,No,HOST-1076,In Progress
1059,2026-05-15 13:33:00,Phishing,Low,Email,Operations,Peter,38,Yes,12,Yes,HOST-1067,Closed
1060,2026-03-30 13:25:00,Phishing,Medium,Email,Engineering,Peter,62,Yes,49,Yes,HOST-1163,Resolved
1061,2026-04-28 11:19:00,Failed Login,Low,Identity Provider,Engineering,Peter,18,Yes,19,Yes,HOST-1065,Resolved
1062,2026-03-26 15:30:00,Phishing,Low,Email,Finance,Peter,38,Yes,27,Yes,HOST-1223,Resolved
1063,2026-05-05 12:58:00,Phishing,Critical,Email,Finance,Tony,533,Yes,93,Yes,HOST-1276,Closed
1064,2026-04-08 13:25:00,Phishing,Low,Email,Engineering,Tony,31,No,23,Yes,HOST-1007,Resolved
1065,2026-05-05 08:33:00,Phishing,Medium,Email,Engineering,Bruce,90,No,56,Yes,HOST-1002,Resolved
1066,2026-05-25 20:48:00,Firewall Alert,Medium,Firewall,Engineering,Bruce,49,Yes,39,Yes,HOST-1241,In Progress
1067,2026-04-25 10:34:00,Phishing,Medium,Email,Operations,Peter,70,Yes,41,Yes,HOST-1042,Resolved
1068,2026-02-03 14:36:00,Phishing,Medium,Email,Engineering,Steve,75,No,57,Yes,HOST-1100,Closed
1069,2026-01-12 09:59:00,Phishing,Low,Email,Engineering,Clark,39,No,15,Yes,HOST-1241,Resolved
1070,2026-05-19 16:29:00,Failed Login,Low,Identity Provider,Finance,Steve,37,Yes,29,Yes,HOST-1221,Closed
1071,2026-03-27 16:57:00,Phishing,Medium,Email,Engineering,Peter,89,Yes,46,Yes,HOST-1215,Closed
1072,2026-01-04 07:43:00,Phishing,Medium,Email,Engineering,Peter,71,Yes,46,Yes,HOST-1160,Closed
1073,2026-03-16 15:37:00,Failed Login,Low,VPN,Engineering,Steve,21,Yes,19,Yes,HOST-1301,Resolved
1074,2026-02-24 13:54:00,Firewall Alert,Medium,Firewall,Executive,Peter,61,No,40,Yes,HOST-1070,Resolved
1075,2026-04-11 07:08:00,Phishing,High,Email,Finance,Peter,167,Yes,68,Yes,HOST-1034,Resolved
1076,2026-01-02 08:57:00,Failed Login,Low,VPN,Engineering,Steve,36,Yes,29,Yes,HOST-1173,Resolved
1077,2026-02-13 18:38:00,Phishing,Low,Email,Engineering,Peter,21,Yes,7,Yes,HOST-1068,Resolved
1078,2026-02-04 14:46:00,Phishing,Low,Email,Engineering,Bruce,32,Yes,15,Yes,HOST-1265,Resolved
1079,2026-01-09 11:21:00,Phishing,Low,Email,Operations,Peter,26,No,18,Yes,HOST-1131,Closed
1080,2026-05-23 19:43:00,Phishing,Low,Email,Operations,Peter,25,No,29,Yes,HOST-1182,Resolved
1081,2026-02-02 12:22:00,Phishing,Medium,Email,Executive,Peter,64,Yes,47,Yes,HOST-1268,Resolved
1082,2026-06-23 08:30:00,Phishing,High,Email,Operations,Tony,205,No,82,Yes,HOST-1036,Closed
1083,2026-03-09 08:08:00,Failed Login,Medium,Identity Provider,Human Resources,Steve,47,Yes,31,Yes,HOST-1306,Resolved
1084,2026-06-19 16:10:00,Failed Login,High,Identity Provider,Engineering,Tony,195,Yes,72,Yes,HOST-1074,Resolved
1085,2026-06-12 10:08:00,Phishing,Medium,Email,Engineering,Peter,54,Yes,48,Yes,HOST-1175,Resolved
1086,2026-06-09 12:01:00,Failed Login,Low,Identity Provider,Engineering,Bruce,28,Yes,24,Yes,HOST-1103,Closed
1087,2026-06-28 19:55:00,Failed Login,Low,Identity Provider,Engineering,Bruce,40,Yes,27,Yes,HOST-1252,Resolved
1088,2026-06-15 22:04:00,Phishing,High,Email,Engineering,Peter,166,No,79,No,HOST-1130,Closed
1089,2026-01-16 08:18:00,Phishing,Low,Email,Engineering,Clark,24,No,20,Yes,HOST-1173,In Progress
1090,2026-04-22 08:37:00,Phishing,Low,Email,Engineering,Peter,26,Yes,29,Yes,HOST-1278,Resolved
1091,2026-03-28 16:31:00,Malware,Low,Endpoint,Finance,Bruce,39,No,29,Yes,HOST-1130,In Progress
1092,2026-03-30 14:38:00,Phishing,High,Email,Finance,Clark,178,Yes,79,Yes,HOST-1191,Closed
1093,2026-06-09 22:56:00,Firewall Alert,Medium,Firewall,Engineering,Tony,46,Yes,49,Yes,HOST-1166,Resolved
1094,2026-06-26 07:48:00,Phishing,Low,Email,Operations,Tony,32,No,21,Yes,HOST-1269,Resolved
1095,2026-02-05 13:19:00,Phishing,Low,Email,Engineering,Tony,38,No,6,Yes,HOST-1037,Closed
1096,2026-06-10 07:10:00,Privilege Escalation,Low,Endpoint,Operations,Steve,21,No,10,Yes,HOST-1274,Resolved
1097,2026-05-26 09:27:00,Phishing,Low,Email,Engineering,Peter,19,Yes,13,Yes,HOST-1034,Closed
1098,2026-04-21 08:56:00,Failed Login,Low,Identity Provider,Engineering,Peter,20,No,22,No,HOST-1048,Resolved
1099,2026-06-18 13:35:00,Phishing,Low,Email,Engineering,Bruce,31,Yes,11,Yes,HOST-1183,In Progress
1100,2026-03-05 13:27:00,Failed Login,Low,VPN,Finance,Tony,19,No,22,Yes,HOST-1249,Resolved
1101,2026-02-08 02:55:00,Phishing,Low,Email,Operations,Bruce,29,No,23,Yes,HOST-1060,Closed
1102,2026-01-10 10:16:00,Phishing,Medium,Email,Engineering,Bruce,69,Yes,44,Yes,HOST-1213,Resolved
1103,2026-04-18 16:22:00,Malware,High,Endpoint,Engineering,Bruce,154,No,81,Yes,HOST-1084,Closed
1104,2026-05-07 15:46:00,Malware,Low,Endpoint,Finance,Steve,39,No,24,Yes,HOST-1009,Resolved
1105,2026-01-01 15:28:00,Firewall Alert,Low,Firewall,Engineering,Bruce,31,Yes,11,Yes,HOST-1059,Resolved
1106,2026-03-16 06:44:00,Data Exfiltration,Low,DLP,Engineering,Tony,31,No,19,Yes,HOST-1254,Closed
1107,2026-01-18 11:51:00,Malware,Low,Endpoint,Engineering,Bruce,31,No,22,Yes,HOST-1271,Resolved
1108,2026-05-21 08:11:00,Failed Login,High,Identity Provider,Engineering,Steve,162,Yes,84,Yes,HOST-1329,Resolved
1109,2026-04-13 07:44:00,Phishing,Low,Email,Engineering,Peter,15,No,25,Yes,HOST-1178,Closed
1110,2026-01-21 16:47:00,Phishing,Medium,Email,Finance,Tony,81,Yes,33,Yes,HOST-1088,Resolved
1111,2026-05-26 11:32:00,Failed Login,High,VPN,Engineering,Steve,139,Yes,70,Yes,HOST-1089,Closed
1112,2026-05-15 09:39:00,Failed Login,Medium,VPN,Engineering,Peter,61,Yes,37,Yes,HOST-1297,Resolved
1113,2026-02-10 11:09:00,Phishing,Low,Email,Engineering,Peter,34,Yes,7,Yes,HOST-1050,Closed
1114,2026-03-05 08:45:00,Phishing,Medium,Email,Human Resources,Peter,47,No,39,Yes,HOST-1189,Resolved
1115,2026-04-03 10:42:00,Failed Login,Medium,Identity Provider,Operations,Steve,52,Yes,59,Yes,HOST-1112,Resolved
1116,2026-04-03 11:19:00,Phishing,Low,Email,Operations,Bruce,25,No,14,Yes,HOST-1347,Resolved
1117,2026-01-04 14:56:00,Failed Login,Low,VPN,Finance,Peter,22,Yes,16,Yes,HOST-1258,Resolved
1118,2026-01-21 10:54:00,Failed Login,Low,VPN,Engineering,Peter,24,Yes,22,Yes,HOST-1010,Resolved
1119,2026-04-16 18:15:00,Phishing,Low,Email,Engineering,Peter,32,No,29,Yes,HOST-1063,Closed
1120,2026-06-11 09:21:00,Phishing,Medium,Email,Engineering,Peter,51,Yes,51,Yes,HOST-1255,Closed
1121,2026-03-31 11:14:00,Phishing,High,Email,Engineering,Tony,228,Yes,78,Yes,HOST-1331,Resolved
1122,2026-01-09 18:42:00,Phishing,Medium,Email,Finance,Peter,63,Yes,42,Yes,HOST-1096,Resolved
1123,2026-04-27 10:12:00,Firewall Alert,Low,Firewall,Finance,Peter,33,No,24,Yes,HOST-1278,Resolved
1124,2026-01-29 14:24:00,Phishing,Low,Email,Operations,Tony,19,Yes,6,Yes,HOST-1086,Closed
1125,2026-05-15 09:57:00,Malware,Low,Endpoint,Operations,Bruce,18,No,5,Yes,HOST-1124,In Progress
1126,2026-01-12 20:08:00,Malware,Low,Endpoint,Human Resources,Tony,22,No,23,Yes,HOST-1072,Resolved
1127,2026-05-26 13:26:00,Phishing,Medium,Email,Human Resources,Steve,49,No,56,Yes,HOST-1068,Resolved
1128,2026-05-06 18:44:00,Failed Login,High,VPN,Human Resources,Bruce,174,Yes,71,Yes,HOST-1197,Resolved
1129,2026-06-03 18:04:00,Failed Login,High,Identity Provider,Engineering,Peter,145,No,64,Yes,HOST-1313,Resolved
1130,2026-04-14 13:28:00,Failed Login,Low,VPN,Executive,Tony,37,Yes,14,Yes,HOST-1163,Resolved
1131,2026-01-15 09:19:00,Malware,Medium,Endpoint,Operations,Bruce,67,No,55,Yes,HOST-1069,Resolved
1132,2026-06-01 14:26:00,Phishing,Low,Email,Engineering,Tony,27,Yes,6,Yes,HOST-1333,Resolved
1133,2026-06-12 16:21:00,Privilege Escalation,Low,DLP,Engineering,Tony,36,No,10,Yes,HOST-1220,Resolved
1134,2026-02-13 15:49:00,Firewall Alert,Low,Firewall,Engineering,Bruce,17,No,28,Yes,HOST-1304,Resolved
1135,2026-03-06 19:46:00,Malware,Low,Endpoint,Operations,Clark,21,No,13,Yes,HOST-1338,In Progress
1136,2026-06-16 07:12:00,Phishing,Low,Email,Operations,Clark,35,Yes,9,Yes,HOST-1028,Resolved
1137,2026-05-01 19:27:00,Phishing,Low,Email,Human Resources,Peter,39,No,26,Yes,HOST-1199,In Progress
1138,2026-06-09 08:35:00,Phishing,Medium,Email,Engineering,Peter,72,No,41,Yes,HOST-1045,Resolved
1139,2026-06-17 10:54:00,Phishing,Medium,Email,Engineering,Peter,56,Yes,52,Yes,HOST-1328,In Progress
1140,2026-04-07 12:34:00,Firewall Alert,Medium,Firewall,Executive,Tony,50,No,57,Yes,HOST-1160,Resolved
1141,2026-01-20 09:23:00,Malware,Low,Endpoint,Human Resources,Bruce,40,No,11,Yes,HOST-1255,Resolved
1142,2026-03-11 14:41:00,Failed Login,Medium,Identity Provider,Finance,Steve,74,Yes,40,Yes,HOST-1121,Resolved
1143,2026-03-09 16:59:00,Failed Login,Medium,Identity Provider,Engineering,Tony,47,Yes,43,Yes,HOST-1017,Resolved
1144,2026-01-08 14:16:00,Phishing,Low,Email,Engineering,Clark,21,Yes,12,Yes,HOST-1147,Closed
1145,2026-03-26 14:57:00,Failed Login,Low,Identity Provider,Operations,Peter,40,No,23,Yes,HOST-1343,Resolved
1146,2026-01-12 16:08:00,Failed Login,Low,VPN,Operations,Bruce,37,Yes,8,Yes,HOST-1192,Resolved
1147,2026-06-30 07:00:00,Firewall Alert,Medium,Firewall,Engineering,Tony,64,Yes,51,Yes,HOST-1087,Closed
1148,2026-02-20 13:40:00,Malware,Low,Endpoint,Executive,Bruce,21,No,7,Yes,HOST-1297,Closed
1149,2026-04-27 10:38:00,Failed Login,Low,Identity Provider,Engineering,Bruce,34,Yes,5,Yes,HOST-1296,In Progress
1150,2026-05-06 15:52:00,Data Exfiltration,Low,DLP,Finance,Steve,15,No,19,Yes,HOST-1269,Resolved
1151,2026-06-09 13:29:00,Malware,Low,Endpoint,Operations,Bruce,22,No,10,Yes,HOST-1287,Resolved
1152,2026-04-23 17:05:00,Failed Login,Low,VPN,Human Resources,Peter,33,Yes,27,Yes,HOST-1163,Resolved
1153,2026-02-06 11:31:00,Firewall Alert,Medium,Firewall,Operations,Tony,87,No,37,Yes,HOST-1208,Closed
1154,2026-01-28 16:19:00,Malware,High,Endpoint,Engineering,Steve,177,No,64,Yes,HOST-1205,Closed
1155,2026-03-28 13:32:00,Malware,Medium,Endpoint,Finance,Bruce,79,No,37,Yes,HOST-1301,Closed
1156,2026-03-10 13:11:00,Malware,Low,Endpoint,Engineering,Bruce,33,No,11,Yes,HOST-1283,Resolved
1157,2026-06-24 12:41:00,Failed Login,Medium,Identity Provider,Human Resources,Steve,69,Yes,31,Yes,HOST-1192,Resolved
1158,2026-03-09 06:28:00,Failed Login,Low,VPN,Operations,Peter,23,Yes,16,Yes,HOST-1246,Resolved
1159,2026-02-26 17:17:00,Phishing,Medium,Email,Operations,Peter,64,No,33,Yes,HOST-1211,Closed
1160,2026-03-30 18:39:00,Malware,High,Endpoint,Engineering,Bruce,120,No,74,Yes,HOST-1262,In Progress
1161,2026-01-06 03:00:00,Failed Login,Medium,Identity Provider,Engineering,Steve,70,Yes,58,Yes,HOST-1216,Resolved
1162,2026-06-08 11:06:00,Failed Login,Medium,VPN,Engineering,Tony,55,No,39,Yes,HOST-1343,Resolved
1163,2026-06-30 10:15:00,Phishing,Low,Email,Finance,Bruce,27,Yes,26,Yes,HOST-1226,Resolved
1164,2026-05-11 11:20:00,Malware,Low,Endpoint,Finance,Bruce,24,No,29,Yes,HOST-1290,Resolved
1165,2026-05-17 11:49:00,Malware,Low,Endpoint,Engineering,Bruce,37,No,13,Yes,HOST-1284,Closed
1166,2026-05-28 11:13:00,Phishing,Low,Email,Engineering,Peter,22,Yes,14,Yes,HOST-1172,Resolved
1167,2026-04-06 10:05:00,Phishing,Low,Email,Finance,Bruce,25,No,28,Yes,HOST-1170,Resolved
1168,2026-06-20 10:41:00,Failed Login,Low,Identity Provider,Engineering,Peter,23,Yes,10,Yes,HOST-1306,Resolved
1169,2026-03-03 16:06:00,Phishing,Low,Email,Engineering,Peter,39,Yes,15,Yes,HOST-1186,Closed
1170,2026-02-12 10:19:00,Phishing,Medium,Email,Engineering,Peter,81,Yes,58,Yes,HOST-1302,Resolved
1171,2026-06-13 15:45:00,Phishing,Low,Email,Engineering,Clark,31,No,15,Yes,HOST-1345,Closed
1172,2026-02-13 11:35:00,Firewall Alert,Low,Firewall,Finance,Steve,23,No,21,Yes,HOST-1112,Resolved
1173,2026-06-16 12:39:00,Phishing,Medium,Email,Operations,Peter,51,No,31,Yes,HOST-1265,Resolved
1174,2026-04-01 12:55:00,Failed Login,Medium,VPN,Human Resources,Tony,53,Yes,59,No,HOST-1264,Resolved
1175,2026-06-17 17:26:00,Phishing,Medium,Email,Engineering,Clark,51,Yes,33,Yes,HOST-1076,Closed
1176,2026-01-21 13:54:00,Failed Login,Low,Identity Provider,Engineering,Steve,38,Yes,25,No,HOST-1304,Resolved
1177,2026-04-13 17:15:00,Phishing,Low,Email,Human Resources,Peter,40,No,24,Yes,HOST-1233,Closed
1178,2026-05-08 17:13:00,Failed Login,Medium,VPN,Operations,Tony,63,No,42,Yes,HOST-1233,Closed
1179,2026-03-06 16:37:00,Phishing,Low,Email,Engineering,Tony,29,Yes,8,Yes,HOST-1275,Resolved
1180,2026-04-08 14:54:00,Data Exfiltration,Critical,DLP,Executive,Tony,363,No,90,Yes,HOST-1240,Resolved
1181,2026-01-12 08:10:00,Phishing,Low,Email,Engineering,Tony,18,Yes,13,Yes,HOST-1220,Closed
1182,2026-06-15 13:02:00,Malware,Medium,Endpoint,Engineering,Bruce,82,No,50,Yes,HOST-1096,Resolved
1183,2026-04-09 03:11:00,Failed Login,Medium,Identity Provider,Engineering,Clark,72,Yes,41,Yes,HOST-1202,Resolved
1184,2026-05-14 08:15:00,Data Exfiltration,Low,DLP,Finance,Peter,19,No,16,Yes,HOST-1292,Closed
1185,2026-02-03 21:28:00,Failed Login,Low,Identity Provider,Engineering,Peter,24,Yes,30,Yes,HOST-1113,Closed
1186,2026-06-30 11:06:00,Phishing,Low,Email,Engineering,Peter,25,Yes,15,Yes,HOST-1047,Closed
1187,2026-03-20 15:08:00,Data Exfiltration,Low,DLP,Finance,Tony,33,No,5,Yes,HOST-1112,Closed
1188,2026-04-08 10:26:00,Phishing,Low,Email,Engineering,Tony,24,Yes,12,Yes,HOST-1038,Closed
1189,2026-04-02 15:55:00,Phishing,Low,Email,Engineering,Peter,37,Yes,27,Yes,HOST-1123,Closed
1190,2026-01-20 09:55:00,Data Exfiltration,Low,DLP,Human Resources,Steve,25,No,21,Yes,HOST-1007,Resolved
1191,2026-06-25 08:32:00,Failed Login,Medium,VPN,Executive,Bruce,46,Yes,34,Yes,HOST-1297,Resolved
1192,2026-03-17 18:28:00,Firewall Alert,Low,Firewall,Engineering,Peter,21,No,18,Yes,HOST-1097,Resolved
1193,2026-01-20 09:31:00,Failed Login,Low,Identity Provider,Finance,Clark,16,Yes,7,Yes,HOST-1098,Closed
1194,2026-04-30 11:56:00,Firewall Alert,Medium,Firewall,Human Resources,Tony,79,Yes,52,Yes,HOST-1171,Resolved
1195,2026-03-03 15:06:00,Phishing,Low,Email,Human Resources,Peter,36,No,11,Yes,HOST-1232,Closed
1196,2026-02-10 11:32:00,Failed Login,Critical,VPN,Finance,Tony,636,Yes,93,Yes,HOST-1268,Resolved
1197,2026-05-15 20:21:00,Phishing,Low,Email,Engineering,Peter,26,Yes,19,Yes,HOST-1092,Resolved
1198,2026-03-09 07:37:00,Data Exfiltration,Medium,DLP,Finance,Steve,47,Yes,50,Yes,HOST-1127,Resolved
1199,2026-05-18 12:56:00,Malware,Medium,Endpoint,Finance,Bruce,79,Yes,42,Yes,HOST-1139,Resolved
1200,2026-01-21 12:11:00,Failed Login,Low,VPN,Operations,Clark,18,Yes,18,Yes,HOST-1244,Resolved
1201,2026-05-12 11:01:00,Phishing,Low,Email,Finance,Peter,39,Yes,30,Yes,HOST-1104,Closed
1202,2026-03-18 13:49:00,Failed Login,Medium,VPN,Finance,Bruce,51,Yes,51,Yes,HOST-1243,Closed
1203,2026-05-06 18:55:00,Phishing,Medium,Email,Finance,Peter,64,No,47,Yes,HOST-1315,Closed
1204,2026-05-08 18:12:00,Phishing,Medium,Email,Engineering,Clark,66,Yes,39,Yes,HOST-1004,In Progress
1205,2026-04-14 07:59:00,Data Exfiltration,Medium,DLP,Engineering,Bruce,89,No,58,Yes,HOST-1307,In Progress
1206,2026-01-08 01:26:00,Phishing,Low,Email,Finance,Steve,17,No,10,Yes,HOST-1009,Resolved
1207,2026-06-29 11:18:00,Phishing,Low,Email,Engineering,Peter,16,Yes,18,Yes,HOST-1201,Closed
1208,2026-02-04 09:23:00,Phishing,Critical,Email,Engineering,Tony,450,No,87,Yes,HOST-1175,Closed
1209,2026-06-08 14:05:00,Failed Login,Low,VPN,Engineering,Steve,22,Yes,22,Yes,HOST-1200,Resolved
1210,2026-06-16 13:43:00,Phishing,Low,Email,Engineering,Peter,16,Yes,28,Yes,HOST-1134,Resolved
1211,2026-05-06 13:52:00,Phishing,High,Email,Engineering,Peter,225,No,61,Yes,HOST-1261,Closed
1212,2026-06-19 14:24:00,Failed Login,Medium,VPN,Engineering,Bruce,76,Yes,33,Yes,HOST-1211,Closed
1213,2026-05-06 07:24:00,Malware,Critical,Endpoint,Operations,Tony,471,Yes,94,Yes,HOST-1277,Resolved
1214,2026-04-22 16:51:00,Privilege Escalation,Low,Firewall,Executive,Tony,38,No,13,Yes,HOST-1213,Resolved
1215,2026-05-07 22:32:00,Phishing,Low,Email,Executive,Clark,25,Yes,26,Yes,HOST-1090,Resolved
